Daytime_evening_attendance;Previous_qualification_grade;Admission_grade;Displaced;Educational_special_needs;Debtor;Tuition_fees_up_to_date;Gender;Scholarship_holder;International;Curricular_units_1st_sem_grade;Curricular_units_2nd_sem_grade;Unemployment_rate;Inflation_rate;GDP;Status;Marital_status_grouped;Application_mode_grouped;Course_grouped;Previous_qualification_grouped;Nationality_grouped;Mothers_qualification_grouped;Fathers_qualification_grouped;Mothers_occupation_grouped;Fathers_occupation_grouped;Application_order_grouped;Age_at_enrollment_grouped;Curricular_units_1st_sem_credited_grouped;Curricular_units_1st_sem_enrolled_grouped;Curricular_units_1st_sem_evaluations_grouped;Curricular_units_1st_sem_approved_grouped;Curricular_units_1st_sem_without_evaluations_grouped;Curricular_units_2nd_sem_credited_grouped;Curricular_units_2nd_sem_enrolled_grouped;Curricular_units_2nd_sem_evaluations_grouped;Curricular_units_2nd_sem_approved_grouped;Curricular_units_2nd_sem_without_evaluations_grouped
1;118.0;121.2;0;0;0;1;1;1;0;10.666666666666666;12.0;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;2-3;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;123.0;117.8;0;0;0;1;1;0;0;12.75;13.0;10.8;1.4;1.74;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;130.0;110.0;0;0;0;1;1;0;0;11.333333333333334;11.333333333333334;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;133.1;138.3;1;0;1;0;1;0;0;0.0;0.0;8.9;1.4;3.51;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;130.0;127.8;0;0;0;1;1;0;0;10.75;11.333333333333334;7.6;2.6;0.32;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;128.0;100.0;0;0;0;1;1;0;0;12.0;10.5;13.9;-0.3;0.79;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;128.0;124.7;0;0;0;1;1;1;0;12.528571428571428;12.416666666666666;15.5;2.8;-4.06;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;5-8;0
1;136.0;124.1;0;0;0;1;1;1;0;0.0;0.0;9.4;-0.8;-3.12;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;armed_forces;2-3;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;1+
1;130.0;130.0;0;0;0;1;1;0;0;10.666666666666666;11.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;1+;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;122.0;116.1;0;0;0;1;1;1;0;13.125;12.714285714285714;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;110.0;114.3;1;0;0;1;1;0;0;12.4;11.8;7.6;2.6;0.32;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;106.0;104.6;0;0;0;0;1;0;0;14.0;14.8;11.1;0.6;2.02;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;132.0;136.6;1;0;0;1;1;0;0;11.4;11.0;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;1+
1;140.0;140.0;0;0;0;1;1;0;0;11.75;10.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;140.0;138.3;0;0;0;1;1;0;0;13.428571428571429;11.5;13.9;-0.3;0.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;1+;5-8;6-10;5-8;1+;0;5-8;11+;0-4;0
1;136.0;117.5;0;0;0;1;1;0;0;11.8;11.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;0-1;17-24;1+;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;140.0;140.0;0;0;0;1;1;0;0;14.0;14.0;12.4;0.5;1.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;professional_or_expert;0-1;17-24;1+;5-8;11+;0-4;0;1+;5-8;11+;0-4;0
1;131.0;125.1;0;0;0;1;1;0;0;12.333333333333334;10.8;16.2;0.3;-0.92;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;1+
1;130.0;118.8;0;0;1;1;1;1;0;10.666666666666666;11.0;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;136.0;125.2;1;0;0;1;1;0;0;11.833333333333334;14.714285714285714;12.4;0.5;1.79;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;inter_tech_or_prof_personnel;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;110.0;107.6;1;0;0;1;1;1;0;11.666666666666666;12.166666666666666;7.6;2.6;0.32;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;160.0;100.0;0;0;0;1;1;0;0;16.0;16.5;13.9;-0.3;0.79;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;administration_or_office;professional_or_expert;0-1;31+;1+;5-8;6-10;5-8;1+;0;5-8;11+;0-4;0
1;110.0;126.0;1;0;0;1;1;0;0;14.085714285714284;14.085714285714284;7.6;2.6;0.32;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;129.0;121.6;1;0;0;1;1;0;0;0.0;10.0;7.6;2.6;0.32;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;122.0;114.7;0;0;0;1;1;0;0;15.8;13.714285714285714;11.1;0.6;2.02;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;139.0;133.1;1;0;0;1;1;0;0;12.5;14.666666666666666;7.6;2.6;0.32;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
1;132.0;120.5;0;0;0;1;1;0;0;12.5;13.25;13.9;-0.3;0.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;139.0;110.3;0;0;1;1;1;0;0;10.0;11.0;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;140.0;140.0;1;0;0;1;1;0;0;0.0;11.666666666666666;10.8;1.4;1.74;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;144.0;132.8;0;0;0;1;1;1;0;12.0;12.5;15.5;2.8;-4.06;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;131.0;127.2;1;0;1;1;1;0;0;12.153846153846152;11.909090909090908;11.1;0.6;2.02;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;administration_or_office;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;9+;1+
1;140.0;133.4;1;0;0;0;1;0;0;16.5;13.8;11.1;0.6;2.02;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;skilled_worker;0-1;25-30;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;140.0;140.0;0;0;0;1;1;0;0;11.285714285714286;11.77777777777778;16.2;0.3;-0.92;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
1;125.0;117.0;1;1;0;1;1;0;0;0.0;0.0;10.8;1.4;1.74;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;others;professional_or_expert;services_or_seller;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;117.0;110.7;1;0;0;1;1;0;0;14.0;12.0;11.1;0.6;2.02;Enrolled;single;general;business_and_management_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;inter_tech_or_prof_personnel;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;150.0;160.0;1;0;0;1;1;0;0;13.75;12.0;9.4;-0.8;-3.12;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;6-10;0-4;0
1;130.0;130.0;0;0;1;1;1;0;0;11.8;11.444444444444445;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;127.0;115.8;0;0;0;1;1;0;0;11.5;0.0;13.9;-0.3;0.79;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;services_or_seller;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;125.0;126.1;1;0;0;1;1;0;0;13.4;10.666666666666666;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;higher_edu_degree;services_or_seller;professional_or_expert;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;135.0;126.3;0;0;0;1;1;0;0;13.5;12.333333333333334;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;128.0;124.2;1;0;0;1;1;0;0;11.333333333333334;12.333333333333334;15.5;2.8;-4.06;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;0
1;135.0;136.1;1;0;0;1;1;0;0;11.4;12.4;8.9;1.4;3.51;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;administration_or_office;administration_or_office;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;5-8;0
0;150.0;120.0;0;0;0;1;0;0;0;10.666666666666666;12.5;9.4;-0.8;-3.12;Enrolled;married;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;31+;0;5-8;11+;0-4;0;1+;5-8;6-10;0-4;0
1;133.1;129.8;0;0;0;1;1;0;1;13.571428571428571;13.4;8.9;1.4;3.51;Enrolled;single;others;nature_and_engineering_course;school_edu;others;school_edu_degree;school_edu_degree;unskilled_worker;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;135.0;126.6;1;0;0;1;1;0;0;12.0;13.0;7.6;2.6;0.32;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;1+
1;160.0;120.0;0;0;0;1;1;0;0;0.0;11.666666666666666;9.4;-0.8;-3.12;Enrolled;married;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;17-24;0;5-8;11+;0-4;1+;0;5-8;11+;0-4;1+
0;100.0;108.3;0;0;0;1;1;0;0;11.4;11.0;7.6;2.6;0.32;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;5-8;0;1+;5-8;11+;0-4;1+
1;120.0;100.0;0;0;0;1;1;0;0;11.333333333333334;12.6;16.2;0.3;-0.92;Enrolled;single;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;31+;0;5-8;11+;5-8;0;0;5-8;11+;0-4;0
1;130.0;118.1;0;0;1;0;1;0;0;0.0;0.0;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;unskilled_worker;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;130.0;130.0;0;0;0;1;1;0;1;15.083333333333334;13.083333333333334;8.9;1.4;3.51;Enrolled;single;others;design_and_communication_course;school_edu;others;school_edu_degree;school_edu_degree;professional_or_expert;unskilled_worker;0-1;17-24;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;166.0;146.4;0;0;0;1;1;0;0;10.0;13.0;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;machine_opt_and_installer;0-1;25-30;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;146.0;148.5;1;0;0;1;1;0;0;10.0;16.0;10.8;1.4;1.74;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;140.0;140.0;0;0;0;1;1;1;0;13.833333333333334;12.3;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;professional_or_expert;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;11+;5-8;0
1;150.0;150.0;1;0;0;1;1;0;0;11.6;11.0;13.9;-0.3;0.79;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;services_or_seller;0-1;17-24;1+;5-8;11+;5-8;0;1+;5-8;11+;0-4;0
1;160.0;140.8;1;0;0;1;1;0;0;12.666666666666666;12.2;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;120.0;1;0;0;1;1;0;0;0.0;0.0;7.6;2.6;0.32;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;133.0;123.2;1;0;0;1;1;0;0;12.666666666666666;12.5;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;skilled_worker;3+;17-24;0;5-8;6-10;0-4;1+;0;5-8;11+;0-4;0
1;124.0;127.9;1;0;0;1;1;0;0;13.666666666666666;10.25;9.4;-0.8;-3.12;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;2-3;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;128.0;120.3;0;0;0;1;1;0;0;10.8;13.5;8.9;1.4;3.51;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;11+;0-4;0
1;190.0;190.0;1;0;0;1;0;0;1;11.575;12.419999999999998;12.4;0.5;1.79;Enrolled;single;others;health_course;school_edu;others;higher_edu_degree;higher_edu_degree;professional_or_expert;administration_or_office;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;5-8;0
1;122.0;121.0;1;0;0;1;1;0;1;14.25;10.0;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;others;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;0
1;138.0;126.3;1;0;0;1;0;1;0;12.833333333333334;13.0;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;skilled_worker;0-1;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;5-8;0
1;141.0;130.2;1;0;0;1;0;0;0;11.4;10.75;12.7;3.7;-1.7;Enrolled;single;general;others;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;services_or_seller;2-3;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;0-4;0
1;100.0;100.0;0;0;0;1;0;0;1;14.857142857142858;15.142857142857142;9.4;-0.8;-3.12;Enrolled;single;others;nature_and_engineering_course;school_edu;others;higher_edu_degree;higher_edu_degree;inter_tech_or_prof_personnel;professional_or_expert;0-1;17-24;0;5-8;6-10;5-8;1+;0;5-8;6-10;5-8;0
1;140.0;140.0;0;0;0;1;0;0;0;11.666666666666666;11.5;15.5;2.8;-4.06;Enrolled;single;others;nature_and_engineering_course;vocational_professional;portuguese;school_edu_degree;school_edu_degree;skilled_worker;inter_tech_or_prof_personnel;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;145.0;153.1;1;0;0;1;0;1;0;12.5;14.333333333333334;12.7;3.7;-1.7;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;administration_or_office;administration_or_office;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;134.0;124.9;1;0;1;1;1;0;0;10.666666666666666;11.333333333333334;8.9;1.4;3.51;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;others;skilled_worker;3+;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
1;163.0;150.8;1;0;0;1;1;0;0;10.5;10.5;7.6;2.6;0.32;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;0-4;1+
1;165.0;163.6;1;0;0;1;0;0;0;0.0;0.0;12.4;0.5;1.79;Enrolled;single;general;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;2-3;17-24;0;0-4;0-5;0-4;0;0;0-4;0-5;0-4;0
1;142.0;115.0;0;0;0;1;0;0;0;11.5;10.666666666666666;13.9;-0.3;0.79;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;0-1;17-24;0;5-8;11+;5-8;0;0;5-8;6-10;0-4;0
1;133.0;126.0;0;0;0;1;0;0;0;12.0;0.0;9.4;-0.8;-3.12;Enrolled;single;general;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;professional_or_expert;administration_or_office;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;6-10;0-4;0
0;140.0;105.0;0;0;0;1;0;0;0;10.666666666666666;11.2;15.5;2.8;-4.06;Enrolled;single;others;social_services_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;25-30;0;5-8;11+;0-4;1+;0;5-8;6-10;5-8;0
1;133.1;139.4;0;0;1;1;0;0;0;11.6;12.2;7.6;2.6;0.32;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
0;150.0;138.5;0;0;0;1;0;0;0;12.0;11.25;12.7;3.7;-1.7;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;machine_opt_and_installer;0-1;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
1;115.0;108.7;1;0;0;1;0;0;0;12.0;12.666666666666666;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;2-3;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;133.1;106.0;1;0;0;1;0;0;0;10.5;11.0;12.7;3.7;-1.7;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;skilled_worker;3+;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;134.0;127.4;1;0;0;1;0;0;0;12.2;12.2;10.8;1.4;1.74;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;unskilled_worker;3+;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;95.0;1;0;1;0;0;0;0;11.5;13.166666666666666;11.1;0.6;2.02;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;115.0;115.0;1;0;0;1;0;0;0;10.0;12.0;9.4;-0.8;-3.12;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;1+;0;5-8;6-10;0-4;0
1;130.0;121.3;1;0;0;1;0;0;0;13.0;12.0;9.4;-0.8;-3.12;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;2-3;17-24;0;5-8;11+;0-4;1+;0;5-8;6-10;0-4;1+
1;118.0;121.2;1;0;0;1;0;0;0;13.4;12.0;7.6;2.6;0.32;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;122.0;112.9;1;0;0;1;0;0;0;12.25;11.333333333333334;7.6;2.6;0.32;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;unskilled_worker;0-1;17-24;0;5-8;11+;0-4;0;0;5-8;11+;0-4;0
1;100.0;115.9;0;0;0;1;0;0;0;11.555555555555555;11.9;9.4;-0.8;-3.12;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;higher_edu_degree;higher_edu_degree;professional_or_expert;professional_or_expert;0-1;25-30;1+;9+;11+;9+;0;1+;9+;11+;9+;0
1;137.0;125.3;0;0;0;1;1;0;0;12.2;12.2;7.6;2.6;0.32;Enrolled;single;general;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;administration_or_office;administration_or_office;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;120.0;111.3;0;0;0;1;1;1;0;10.8;11.75;15.5;2.8;-4.06;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;skilled_worker;0-1;17-24;0;5-8;6-10;0-4;0;0;5-8;6-10;0-4;0
0;120.0;144.8;0;0;0;1;1;0;0;12.75;14.333333333333334;10.8;1.4;1.74;Enrolled;single;others;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;services_or_seller;3+;25-30;0;5-8;6-10;0-4;0;0;5-8;6-10;5-8;0
1;132.0;129.9;1;0;0;1;1;0;0;12.714285714285714;13.0;12.4;0.5;1.79;Enrolled;single;general;business_and_management_course;school_edu;portuguese;school_edu_degree;school_edu_degree;skilled_worker;services_or_seller;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;0-4;0
1;150.0;126.4;0;0;0;1;1;0;0;13.285714285714286;12.142857142857142;12.4;0.5;1.79;Enrolled;single;others;design_and_communication_course;school_edu;portuguese;higher_edu_degree;others;inter_tech_or_prof_personnel;skilled_worker;0-1;25-30;1+;5-8;6-10;5-8;0;1+;5-8;11+;5-8;0
1;127.0;121.4;0;0;0;1;1;0;0;13.976666666666668;13.22222222222222;12.4;0.5;1.79;Enrolled;single;general;health_course;school_edu;portuguese;higher_edu_degree;school_edu_degree;professional_or_expert;machine_opt_and_installer;0-1;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;114.0;111.9;1;0;0;1;1;1;0;12.0;12.5;7.6;2.6;0.32;Enrolled;single;general;others;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;unskilled_worker;2-3;17-24;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;133.1;100.5;1;0;0;1;1;0;0;11.635714285714286;11.635714285714286;10.8;1.4;1.74;Enrolled;married;others;health_course;school_edu;portuguese;school_edu_degree;school_edu_degree;unskilled_worker;skilled_worker;0-1;31+;0;5-8;6-10;5-8;0;0;5-8;6-10;5-8;0
1;138.0;123.3;1;0;1;1;1;0;0;12.5;11.285714285714286;12.4;0.5;1.79;Enrolled;single;general;nature_and_engineering_course;school_edu;portuguese;school_edu_degree;school_edu_degree;services_or_seller;services_or_seller;3+;17-24;0;5-8;6-10;0-4;0;0;5-8;11+;5-8;0
